session,part_label,participant,site,market_bonus,forecast_bonus,risk_bonus,quiz_bonus,total_bonus,showup,total_payment,attempted_trades,executed_trades
ca3g7jh7,ca3g7jh7_51T_2024-10-13,hkfjllbs,Lab,3.39,0.2,1.85,0.0,5.44,20.0,25.44,108.0,
ca3g7jh7,ca3g7jh7_48N_2024-10-13,cfctxpwy,Lab,3.39,0.2,0.1,0.0,3.69,20.0,23.69,102.0,
ca3g7jh7,ca3g7jh7_48N_2024-10-13,cfctxpwy,Lab,3.39,0.2,0.1,0.0,3.69,20.0,23.69,102.0,
ca3g7jh7,ca3g7jh7_03I_2024-10-13,dlbwmrek,Lab,3.39,0.13,0.13,0.0,3.65,20.0,23.65,100.0,
ca3g7jh7,ca3g7jh7_03I_2024-10-13,dlbwmrek,Lab,3.39,0.13,0.13,0.0,3.65,20.0,23.65,100.0,
ca3g7jh7,ca3g7jh7_90K_2024-10-13,vk0jbkvr,Lab,3.38,0.18,0.18,0.0,3.74,20.0,23.740000000000002,110.0,4.0
ca3g7jh7,ca3g7jh7_90K_2024-10-13,vk0jbkvr,Lab,3.38,0.18,0.18,0.0,3.74,20.0,23.740000000000002,110.0,4.0
ca3g7jh7,ca3g7jh7_92B_2024-10-13,50111zss,Lab,3.39,0.23,0.95,0.0,4.57,20.0,24.57,102.0,
ca3g7jh7,ca3g7jh7_92B_2024-10-13,50111zss,Lab,3.39,0.23,0.95,0.0,4.57,20.0,24.57,102.0,
ca3g7jh7,ca3g7jh7_82F_2024-10-13,87t5a6k7,Lab,3.39,0.14,2.0,0.0,5.53,20.0,25.53,112.0,
ca3g7jh7,ca3g7jh7_82F_2024-10-13,87t5a6k7,Lab,3.39,0.14,2.0,0.0,5.53,20.0,25.53,112.0,
ca3g7jh7,ca3g7jh7_05F_2024-10-13,s6gh7xk8,Lab,3.4,0.2,1.07,0.0,4.67,20.0,24.67,102.0,2.0
ca3g7jh7,ca3g7jh7_05F_2024-10-13,s6gh7xk8,Lab,3.4,0.2,1.07,0.0,4.67,20.0,24.67,102.0,2.0
n4tf4zjp,n4tf4zjp_40B_2024-10-13,e01fzjy6,Lab,3.36,0.25,0.7,0.0,4.31,20.0,24.31,90.0,8.0
n4tf4zjp,n4tf4zjp_40B_2024-10-13,e01fzjy6,Lab,3.36,0.25,0.7,0.0,4.31,20.0,24.31,90.0,8.0
n4tf4zjp,n4tf4zjp_28S_2024-10-13,z02jia5b,Lab,3.2,0.21,0.72,0.0,4.13,20.0,24.13,118.0,2.0
n4tf4zjp,n4tf4zjp_28S_2024-10-13,z02jia5b,Lab,3.2,0.21,0.72,0.0,4.13,20.0,24.13,118.0,2.0
n4tf4zjp,n4tf4zjp_08N_2024-10-13,4ugg4c0c,Lab,3.3,0.24,0.83,0.0,4.37,20.0,24.37,108.0,2.0
n4tf4zjp,n4tf4zjp_08N_2024-10-13,4ugg4c0c,Lab,3.3,0.24,0.83,0.0,4.37,20.0,24.37,108.0,2.0
n4tf4zjp,n4tf4zjp_10R_2024-10-13,zg9fepx9,Lab,3.35,0.23,0.7,0.0,4.28,20.0,24.28,88.0,8.0
n4tf4zjp,n4tf4zjp_10R_2024-10-13,zg9fepx9,Lab,3.35,0.23,0.7,0.0,4.28,20.0,24.28,88.0,8.0
n4tf4zjp,n4tf4zjp_67P_2024-10-13,x46jysbm,Lab,3.27,0.16,0.13,0.0,3.56,20.0,23.56,108.0,12.0
n4tf4zjp,n4tf4zjp_67P_2024-10-13,x46jysbm,Lab,3.27,0.16,0.13,0.0,3.56,20.0,23.56,108.0,12.0
n4tf4zjp,n4tf4zjp_77C_2024-10-13,jh6kr41g,Lab,3.33,0.25,0.75,0.0,4.33,20.0,24.33,108.0,14.0
n4tf4zjp,n4tf4zjp_77C_2024-10-13,jh6kr41g,Lab,3.33,0.25,0.75,0.0,4.33,20.0,24.33,108.0,14.0
n4tf4zjp,n4tf4zjp_66H_2024-10-13,p2dqfzdi,Lab,3.33,0.25,1.98,0.0,5.56,20.0,25.56,88.0,12.0
n4tf4zjp,n4tf4zjp_66H_2024-10-13,p2dqfzdi,Lab,3.33,0.25,1.98,0.0,5.56,20.0,25.56,88.0,12.0
n4tf4zjp,n4tf4zjp_62S_2024-10-13,dpr0rmnt,Lab,3.24,0.25,0.72,0.0,4.21,20.0,24.21,106.0,18.0
n4tf4zjp,n4tf4zjp_62S_2024-10-13,dpr0rmnt,Lab,3.24,0.25,0.72,0.0,4.21,20.0,24.21,106.0,18.0
n4tf4zjp,n4tf4zjp_24M_2024-10-13,etwmgsua,Lab,3.05,0.16,0.15,0.0,3.36,20.0,23.36,100.0,20.0
n4tf4zjp,n4tf4zjp_24M_2024-10-13,etwmgsua,Lab,3.05,0.16,0.15,0.0,3.36,20.0,23.36,100.0,20.0
n4tf4zjp,n4tf4zjp_01X_2024-10-13,7457s754,Lab,3.1,0.21,1.73,0.0,5.04,20.0,25.04,108.0,10.0
n4tf4zjp,n4tf4zjp_01X_2024-10-13,7457s754,Lab,3.1,0.21,1.73,0.0,5.04,20.0,25.04,108.0,10.0
n4tf4zjp,n4tf4zjp_51Q_2024-10-13,3fejo4lm,Lab,3.13,0.23,1.9,0.0,5.26,20.0,25.259999999999998,128.0,16.0
n4tf4zjp,n4tf4zjp_51Q_2024-10-13,3fejo4lm,Lab,3.13,0.23,1.9,0.0,5.26,20.0,25.259999999999998,128.0,16.0
n4tf4zjp,n4tf4zjp_49M_2024-10-13,xv4nvldh,Lab,3.3,0.21,0.18,0.0,3.69,20.0,23.69,104.0,2.0
n4tf4zjp,n4tf4zjp_49M_2024-10-13,xv4nvldh,Lab,3.3,0.21,0.18,0.0,3.69,20.0,23.69,104.0,2.0
n4tf4zjp,n4tf4zjp_94E_2024-10-13,lujg6ycp,Lab,3.24,0.24,1.1,0.0,4.58,20.0,24.58,110.0,
n4tf4zjp,n4tf4zjp_94E_2024-10-13,lujg6ycp,Lab,3.24,0.24,1.1,0.0,4.58,20.0,24.58,110.0,
n4tf4zjp,n4tf4zjp_83R_2024-10-13,h99115w8,Lab,3.13,0.23,0.18,0.0,3.54,20.0,23.54,108.0,4.0
n4tf4zjp,n4tf4zjp_83R_2024-10-13,h99115w8,Lab,3.13,0.23,0.18,0.0,3.54,20.0,23.54,108.0,4.0
n4tf4zjp,n4tf4zjp_92C_2024-10-13,hw0yhiuw,Lab,3.16,0.25,0.07,0.0,3.48,20.0,23.48,116.0,2.0
n4tf4zjp,n4tf4zjp_92C_2024-10-13,hw0yhiuw,Lab,3.16,0.25,0.07,0.0,3.48,20.0,23.48,116.0,2.0
n4tf4zjp,n4tf4zjp_03H_2024-10-13,1tfirwx2,Lab,3.31,0.25,1.93,0.0,5.49,20.0,25.490000000000002,102.0,6.0
n4tf4zjp,n4tf4zjp_03H_2024-10-13,1tfirwx2,Lab,3.31,0.25,1.93,0.0,5.49,20.0,25.490000000000002,102.0,6.0
n4tf4zjp,n4tf4zjp_93Q_2024-10-13,y1nxqoga,Lab,3.12,0.2,0.88,0.0,4.2,20.0,24.2,114.0,8.0
n4tf4zjp,n4tf4zjp_93Q_2024-10-13,y1nxqoga,Lab,3.12,0.2,0.88,0.0,4.2,20.0,24.2,114.0,8.0
n4tf4zjp,n4tf4zjp_56D_2024-10-13,elwuoix7,Lab,3.27,0.24,0.05,0.0,3.56,20.0,23.56,104.0,8.0
n4tf4zjp,n4tf4zjp_56D_2024-10-13,elwuoix7,Lab,3.27,0.24,0.05,0.0,3.56,20.0,23.56,104.0,8.0
n4tf4zjp,n4tf4zjp_15Q_2024-10-13,dkw1fn3o,Lab,3.29,0.23,1.88,0.0,5.4,20.0,25.4,110.0,6.0
n4tf4zjp,n4tf4zjp_15Q_2024-10-13,dkw1fn3o,Lab,3.29,0.23,1.88,0.0,5.4,20.0,25.4,110.0,6.0
n4tf4zjp,n4tf4zjp_48C_2024-10-13,cge2zdvs,Lab,3.38,0.21,0.1,0.0,3.69,20.0,23.69,102.0,12.0
n4tf4zjp,n4tf4zjp_48C_2024-10-13,cge2zdvs,Lab,3.38,0.21,0.1,0.0,3.69,20.0,23.69,102.0,12.0
q6j65aev,q6j65aev_61V_2024-10-24,cf15pmsb,Lab,3.38,0.15,1.0,0.0,4.53,20.0,24.53,98.0,2.0
q6j65aev,q6j65aev_61V_2024-10-24,cf15pmsb,Lab,3.38,0.15,1.0,0.0,4.53,20.0,24.53,98.0,2.0
q6j65aev,q6j65aev_93W_2024-10-24,ylyiwt8h,Lab,3.37,0.06,0.78,0.0,4.21,20.0,24.21,100.0,4.0
q6j65aev,q6j65aev_93W_2024-10-24,ylyiwt8h,Lab,3.37,0.06,0.78,0.0,4.21,20.0,24.21,100.0,4.0
q6j65aev,q6j65aev_27E_2024-10-24,bvwtju9x,Lab,3.42,0.13,0.97,0.0,4.52,20.0,24.52,104.0,4.0
q6j65aev,q6j65aev_27E_2024-10-24,bvwtju9x,Lab,3.42,0.13,0.97,0.0,4.52,20.0,24.52,104.0,4.0
q6j65aev,q6j65aev_41T_2024-10-24,tn2d5n20,Lab,3.41,0.16,0.85,0.0,4.42,20.0,24.42,106.0,4.0
q6j65aev,q6j65aev_41T_2024-10-24,tn2d5n20,Lab,3.41,0.16,0.85,0.0,4.42,20.0,24.42,106.0,4.0
q6j65aev,q6j65aev_75A_2024-10-24,yn7gcuck,Lab,3.37,0.16,0.1,0.0,3.63,20.0,23.63,98.0,6.0
q6j65aev,q6j65aev_75A_2024-10-24,yn7gcuck,Lab,3.37,0.16,0.1,0.0,3.63,20.0,23.63,98.0,6.0
q6j65aev,q6j65aev_98I_2024-10-24,x5605xgi,Lab,3.39,0.13,0.07,0.0,3.59,20.0,23.59,82.0,6.0
q6j65aev,q6j65aev_98I_2024-10-24,x5605xgi,Lab,3.39,0.13,0.07,0.0,3.59,20.0,23.59,82.0,6.0
q6j65aev,q6j65aev_79F_2024-10-24,l1f6cotw,Lab,3.44,0.13,0.15,0.0,3.72,20.0,23.72,84.0,4.0
q6j65aev,q6j65aev_79F_2024-10-24,l1f6cotw,Lab,3.44,0.13,0.15,0.0,3.72,20.0,23.72,84.0,4.0
q6j65aev,q6j65aev_19U_2024-10-24,b0p2eyjx,Lab,3.37,0.14,0.18,0.0,3.69,20.0,23.69,106.0,4.0
q6j65aev,q6j65aev_19U_2024-10-24,b0p2eyjx,Lab,3.37,0.14,0.18,0.0,3.69,20.0,23.69,106.0,4.0
q6j65aev,q6j65aev_70I_2024-10-24,04kf3q30,Lab,3.43,0.1,0.97,0.0,4.5,20.0,24.5,82.0,8.0
q6j65aev,q6j65aev_70I_2024-10-24,04kf3q30,Lab,3.43,0.1,0.97,0.0,4.5,20.0,24.5,82.0,8.0
q6j65aev,q6j65aev_36J_2024-10-24,wohyfg5w,Lab,3.38,0.0,0.0,0.0,3.38,20.0,23.38,,
q6j65aev,q6j65aev_36J_2024-10-24,wohyfg5w,Lab,3.38,0.0,0.0,0.0,3.38,20.0,23.38,,
q6j65aev,q6j65aev_14I_2024-10-24,vi4f2mwp,Lab,3.38,0.16,0.18,0.0,3.72,20.0,23.72,84.0,
q6j65aev,q6j65aev_14I_2024-10-24,vi4f2mwp,Lab,3.38,0.16,0.18,0.0,3.72,20.0,23.72,84.0,
q6j65aev,q6j65aev_80Q_2024-10-24,ne3sbwpu,Lab,3.37,0.1,0.9,0.0,4.37,20.0,24.37,82.0,4.0
q6j65aev,q6j65aev_80Q_2024-10-24,ne3sbwpu,Lab,3.37,0.1,0.9,0.0,4.37,20.0,24.37,82.0,4.0
q6j65aev,q6j65aev_71R_2024-10-24,b7kznrif,Lab,3.38,0.11,0.85,0.0,4.34,20.0,24.34,80.0,2.0
q6j65aev,q6j65aev_71R_2024-10-24,b7kznrif,Lab,3.38,0.11,0.85,0.0,4.34,20.0,24.34,80.0,2.0
q6j65aev,q6j65aev_86W_2024-10-24,aiv4g5i3,Lab,3.38,0.11,0.03,0.0,3.52,20.0,23.52,80.0,
q6j65aev,q6j65aev_86W_2024-10-24,aiv4g5i3,Lab,3.38,0.11,0.03,0.0,3.52,20.0,23.52,80.0,
q6j65aev,q6j65aev_46T_2024-10-24,74q94cb9,Lab,3.34,0.11,0.07,0.0,3.52,20.0,23.52,104.0,8.0
q6j65aev,q6j65aev_46T_2024-10-24,74q94cb9,Lab,3.34,0.11,0.07,0.0,3.52,20.0,23.52,104.0,8.0
q6j65aev,q6j65aev_23F_2024-10-24,dyr2rm1s,Lab,3.21,0.03,0.15,0.0,3.39,20.0,23.39,94.0,10.0
q6j65aev,q6j65aev_23F_2024-10-24,dyr2rm1s,Lab,3.21,0.03,0.15,0.0,3.39,20.0,23.39,94.0,10.0
q6j65aev,q6j65aev_44J_2024-10-24,m0qxqpkz,Lab,3.38,0.11,1.73,0.0,5.22,20.0,25.22,102.0,
q6j65aev,q6j65aev_44J_2024-10-24,m0qxqpkz,Lab,3.38,0.11,1.73,0.0,5.22,20.0,25.22,102.0,
q6j65aev,q6j65aev_73B_2024-10-24,os75lem4,Lab,3.37,0.13,0.95,0.0,4.45,20.0,24.45,94.0,6.0
q6j65aev,q6j65aev_73B_2024-10-24,os75lem4,Lab,3.37,0.13,0.95,0.0,4.45,20.0,24.45,94.0,6.0
q6j65aev,q6j65aev_35I_2024-10-24,n5k52rej,Lab,3.38,0.16,1.0,0.0,4.54,20.0,24.54,92.0,
q6j65aev,q6j65aev_35I_2024-10-24,n5k52rej,Lab,3.38,0.16,1.0,0.0,4.54,20.0,24.54,92.0,
q6j65aev,q6j65aev_82E_2024-10-24,49tecelj,Lab,3.38,0.14,0.78,0.0,4.3,20.0,24.3,92.0,8.0
q6j65aev,q6j65aev_82E_2024-10-24,49tecelj,Lab,3.38,0.14,0.78,0.0,4.3,20.0,24.3,92.0,8.0
eofp88wq,eofp88wq_07Z_2024-11-11,vqinuvik,Lab,3.38,0.06,1.05,0.0,4.49,20.0,24.490000000000002,55.0,3.0
eofp88wq,eofp88wq_37W_2024-11-11,rj4dbv1m,Lab,3.38,0.11,0.1,0.0,3.59,20.0,23.59,49.0,3.0
eofp88wq,eofp88wq_52M_2024-11-11,na5rdrop,Lab,3.36,0.07,0.85,0.0,4.28,20.0,24.28,54.0,4.0
eofp88wq,eofp88wq_16S_2024-11-11,iidwn4p8,Lab,3.37,0.1,1.9,0.0,5.37,20.0,25.37,57.0,1.0
eofp88wq,eofp88wq_61H_2024-11-11,5ykh46o0,Lab,3.38,0.13,0.72,0.0,4.23,20.0,24.23,37.0,4.0
6xlh0ljt,6xlh0ljt_79K_2024-11-14,eqses48o,Lab,3.22,0.0,0.75,0.0,3.97,20.0,23.97,60.0,8.0
6xlh0ljt,6xlh0ljt_79K_2024-11-14,eqses48o,Lab,3.22,0.0,0.75,0.0,3.97,20.0,23.97,60.0,8.0
6xlh0ljt,6xlh0ljt_59T_2024-11-14,zyk4s0uv,Lab,3.27,0.04,0.15,0.0,3.46,20.0,23.46,96.0,2.0
6xlh0ljt,6xlh0ljt_59T_2024-11-14,zyk4s0uv,Lab,3.27,0.04,0.15,0.0,3.46,20.0,23.46,96.0,2.0
6xlh0ljt,6xlh0ljt_45A_2024-11-14,6o47wcui,Lab,3.28,0.03,1.85,0.0,5.16,20.0,25.16,106.0,6.0
6xlh0ljt,6xlh0ljt_45A_2024-11-14,6o47wcui,Lab,3.28,0.03,1.85,0.0,5.16,20.0,25.16,106.0,6.0
6xlh0ljt,6xlh0ljt_33Z_2024-11-14,s89ooy4c,Lab,3.21,0.0,0.7,0.0,3.91,20.0,23.91,106.0,10.0
6xlh0ljt,6xlh0ljt_33Z_2024-11-14,s89ooy4c,Lab,3.21,0.0,0.7,0.0,3.91,20.0,23.91,106.0,10.0
6xlh0ljt,6xlh0ljt_34O_2024-11-14,orby7txl,Lab,3.29,0.03,0.1,0.0,3.42,20.0,23.42,112.0,
6xlh0ljt,6xlh0ljt_34O_2024-11-14,orby7txl,Lab,3.29,0.03,0.1,0.0,3.42,20.0,23.42,112.0,
6xlh0ljt,6xlh0ljt_42W_2024-11-14,wfxxoilm,Lab,3.32,0.07,0.18,0.0,3.57,20.0,23.57,110.0,2.0
6xlh0ljt,6xlh0ljt_42W_2024-11-14,wfxxoilm,Lab,3.32,0.07,0.18,0.0,3.57,20.0,23.57,110.0,2.0
6xlh0ljt,6xlh0ljt_21K_2024-11-14,ksoghzzn,Lab,3.29,0.04,0.15,0.0,3.48,20.0,23.48,98.0,
6xlh0ljt,6xlh0ljt_21K_2024-11-14,ksoghzzn,Lab,3.29,0.04,0.15,0.0,3.48,20.0,23.48,98.0,
6xlh0ljt,6xlh0ljt_72P_2024-11-14,dfeu0srh,Lab,3.33,0.1,0.9,0.0,4.33,20.0,24.33,114.0,2.0
6xlh0ljt,6xlh0ljt_72P_2024-11-14,dfeu0srh,Lab,3.33,0.1,0.9,0.0,4.33,20.0,24.33,114.0,2.0
6xlh0ljt,6xlh0ljt_77W_2024-11-14,hfyrhfa9,Lab,3.3,0.07,1.95,0.0,5.32,20.0,25.32,92.0,2.0
6xlh0ljt,6xlh0ljt_77W_2024-11-14,hfyrhfa9,Lab,3.3,0.07,1.95,0.0,5.32,20.0,25.32,92.0,2.0
6xlh0ljt,6xlh0ljt_32X_2024-11-14,ezg0xan8,Lab,3.36,0.1,0.85,0.0,4.31,20.0,24.31,98.0,8.0
6xlh0ljt,6xlh0ljt_32X_2024-11-14,ezg0xan8,Lab,3.36,0.1,0.85,0.0,4.31,20.0,24.31,98.0,8.0
6xlh0ljt,6xlh0ljt_39T_2024-11-14,s1na24zc,Lab,3.29,0.03,0.9,0.0,4.22,20.0,24.22,112.0,4.0
6xlh0ljt,6xlh0ljt_39T_2024-11-14,s1na24zc,Lab,3.29,0.03,0.9,0.0,4.22,20.0,24.22,112.0,4.0
6xlh0ljt,6xlh0ljt_54M_2024-11-14,2albwk6d,Lab,3.15,0.01,1.07,0.0,4.23,20.0,24.23,104.0,14.0
6xlh0ljt,6xlh0ljt_54M_2024-11-14,2albwk6d,Lab,3.15,0.01,1.07,0.0,4.23,20.0,24.23,104.0,14.0
6xlh0ljt,6xlh0ljt_35H_2024-11-14,h3fz0395,Lab,3.3,0.01,1.93,0.0,5.24,20.0,25.240000000000002,94.0,4.0
6xlh0ljt,6xlh0ljt_35H_2024-11-14,h3fz0395,Lab,3.3,0.01,1.93,0.0,5.24,20.0,25.240000000000002,94.0,4.0
6xlh0ljt,6xlh0ljt_53J_2024-11-14,rkpfmzfo,Lab,3.26,0.03,0.18,0.0,3.47,20.0,23.47,104.0,6.0
6xlh0ljt,6xlh0ljt_53J_2024-11-14,rkpfmzfo,Lab,3.26,0.03,0.18,0.0,3.47,20.0,23.47,104.0,6.0
6xlh0ljt,6xlh0ljt_02Z_2024-11-14,gi96sdln,Lab,3.29,0.0,0.1,0.0,3.39,20.0,23.39,44.0,
6xlh0ljt,6xlh0ljt_02Z_2024-11-14,gi96sdln,Lab,3.29,0.0,0.1,0.0,3.39,20.0,23.39,44.0,
6xlh0ljt,6xlh0ljt_81Z_2024-11-14,croyc4k5,Lab,3.27,0.0,0.7,0.0,3.97,20.0,23.97,94.0,4.0
6xlh0ljt,6xlh0ljt_81Z_2024-11-14,croyc4k5,Lab,3.27,0.0,0.7,0.0,3.97,20.0,23.97,94.0,4.0
6xlh0ljt,6xlh0ljt_43F_2024-11-14,9k8zmfkm,Lab,3.36,0.06,0.18,0.0,3.6,20.0,23.6,90.0,6.0
6xlh0ljt,6xlh0ljt_43F_2024-11-14,9k8zmfkm,Lab,3.36,0.06,0.18,0.0,3.6,20.0,23.6,90.0,6.0
6xlh0ljt,6xlh0ljt_89Z_2024-11-14,x3vbhm84,Lab,3.34,0.05,0.05,0.0,3.44,20.0,23.44,104.0,4.0
6xlh0ljt,6xlh0ljt_89Z_2024-11-14,x3vbhm84,Lab,3.34,0.05,0.05,0.0,3.44,20.0,23.44,104.0,4.0
6xlh0ljt,6xlh0ljt_34E_2024-11-14,2hngkjt9,Lab,3.29,0.14,0.03,0.0,3.46,20.0,23.46,116.0,2.0
6xlh0ljt,6xlh0ljt_34E_2024-11-14,2hngkjt9,Lab,3.29,0.14,0.03,0.0,3.46,20.0,23.46,116.0,2.0
6xlh0ljt,6xlh0ljt_57K_2024-11-14,t1o8ij02,Lab,3.32,0.01,0.15,0.0,3.48,20.0,23.48,106.0,2.0
6xlh0ljt,6xlh0ljt_57K_2024-11-14,t1o8ij02,Lab,3.32,0.01,0.15,0.0,3.48,20.0,23.48,106.0,2.0
f4sjyk8e,f4sjyk8e_70G_2024-11-18,spty7ij0,Lab,3.36,0.04,0.72,0.0,4.12,20.0,24.12,84.0,8.0
f4sjyk8e,f4sjyk8e_70G_2024-11-18,spty7ij0,Lab,3.36,0.04,0.72,0.0,4.12,20.0,24.12,84.0,8.0
f4sjyk8e,f4sjyk8e_64R_2024-11-18,hluwanne,Lab,3.37,0.01,1.0,0.0,4.38,20.0,24.38,96.0,16.0
f4sjyk8e,f4sjyk8e_64R_2024-11-18,hluwanne,Lab,3.37,0.01,1.0,0.0,4.38,20.0,24.38,96.0,16.0
f4sjyk8e,f4sjyk8e_75V_2024-11-18,5l9cv2ef,Lab,3.34,0.06,0.75,0.0,4.15,20.0,24.15,116.0,12.0
f4sjyk8e,f4sjyk8e_75V_2024-11-18,5l9cv2ef,Lab,3.34,0.06,0.75,0.0,4.15,20.0,24.15,116.0,12.0
f4sjyk8e,f4sjyk8e_11F_2024-11-18,fsmcf90s,Lab,3.32,0.07,0.15,0.0,3.54,20.0,23.54,118.0,14.0
f4sjyk8e,f4sjyk8e_11F_2024-11-18,fsmcf90s,Lab,3.32,0.07,0.15,0.0,3.54,20.0,23.54,118.0,14.0
f4sjyk8e,f4sjyk8e_75L_2024-11-18,3lz3re88,Lab,3.34,0.04,0.13,0.0,3.51,20.0,23.509999999999998,110.0,16.0
f4sjyk8e,f4sjyk8e_75L_2024-11-18,3lz3re88,Lab,3.34,0.04,0.13,0.0,3.51,20.0,23.509999999999998,110.0,16.0
f4sjyk8e,f4sjyk8e_01M_2024-11-18,nnmjqjri,Lab,3.33,0.0,0.03,0.0,3.36,20.0,23.36,72.0,6.0
f4sjyk8e,f4sjyk8e_01M_2024-11-18,nnmjqjri,Lab,3.33,0.0,0.03,0.0,3.36,20.0,23.36,72.0,6.0
f4sjyk8e,f4sjyk8e_68D_2024-11-18,ik592aw9,Lab,3.35,0.18,1.73,0.0,5.26,20.0,25.259999999999998,110.0,
f4sjyk8e,f4sjyk8e_68D_2024-11-18,ik592aw9,Lab,3.35,0.18,1.73,0.0,5.26,20.0,25.259999999999998,110.0,
f4sjyk8e,f4sjyk8e_98Q_2024-11-18,tpk56h8c,Lab,3.38,0.03,1.9,0.0,5.31,20.0,25.31,46.0,8.0
f4sjyk8e,f4sjyk8e_98Q_2024-11-18,tpk56h8c,Lab,3.38,0.03,1.9,0.0,5.31,20.0,25.31,46.0,8.0
f4sjyk8e,f4sjyk8e_36A_2024-11-18,ygxqerss,Lab,3.35,0.14,0.85,0.0,4.34,20.0,24.34,102.0,14.0
f4sjyk8e,f4sjyk8e_36A_2024-11-18,ygxqerss,Lab,3.35,0.14,0.85,0.0,4.34,20.0,24.34,102.0,14.0
f4sjyk8e,f4sjyk8e_76T_2024-11-18,p94286p5,Lab,3.37,0.0,0.7,0.0,4.07,20.0,24.07,96.0,10.0
f4sjyk8e,f4sjyk8e_76T_2024-11-18,p94286p5,Lab,3.37,0.0,0.7,0.0,4.07,20.0,24.07,96.0,10.0
f4sjyk8e,f4sjyk8e_10B_2024-11-18,pzm5pvjd,Lab,3.34,0.07,0.95,0.0,4.36,20.0,24.36,124.0,8.0
f4sjyk8e,f4sjyk8e_10B_2024-11-18,pzm5pvjd,Lab,3.34,0.07,0.95,0.0,4.36,20.0,24.36,124.0,8.0
f4sjyk8e,f4sjyk8e_13U_2024-11-18,go7l6u7w,Lab,3.38,0.03,0.18,0.0,3.59,20.0,23.59,92.0,12.0
f4sjyk8e,f4sjyk8e_13U_2024-11-18,go7l6u7w,Lab,3.38,0.03,0.18,0.0,3.59,20.0,23.59,92.0,12.0
f4sjyk8e,f4sjyk8e_16F_2024-11-18,l9xavvg3,Lab,3.35,0.14,0.75,0.0,4.24,20.0,24.240000000000002,94.0,10.0
f4sjyk8e,f4sjyk8e_16F_2024-11-18,l9xavvg3,Lab,3.35,0.14,0.75,0.0,4.24,20.0,24.240000000000002,94.0,10.0
f4sjyk8e,f4sjyk8e_22D_2024-11-18,fw4e5gai,Lab,3.35,0.07,0.93,0.0,4.35,20.0,24.35,116.0,6.0
f4sjyk8e,f4sjyk8e_22D_2024-11-18,fw4e5gai,Lab,3.35,0.07,0.93,0.0,4.35,20.0,24.35,116.0,6.0
f4sjyk8e,f4sjyk8e_67X_2024-11-18,gqpon70k,Lab,3.35,0.04,0.78,0.0,4.17,20.0,24.17,100.0,2.0
f4sjyk8e,f4sjyk8e_67X_2024-11-18,gqpon70k,Lab,3.35,0.04,0.78,0.0,4.17,20.0,24.17,100.0,2.0
f4sjyk8e,f4sjyk8e_83S_2024-11-18,3x0dbmot,Lab,3.33,0.03,1.85,0.0,5.21,20.0,25.21,110.0,12.0
f4sjyk8e,f4sjyk8e_83S_2024-11-18,3x0dbmot,Lab,3.33,0.03,1.85,0.0,5.21,20.0,25.21,110.0,12.0
f4sjyk8e,f4sjyk8e_47R_2024-11-18,3zsyj6qb,Lab,3.34,0.06,0.7,0.0,4.1,20.0,24.1,118.0,12.0
f4sjyk8e,f4sjyk8e_47R_2024-11-18,3zsyj6qb,Lab,3.34,0.06,0.7,0.0,4.1,20.0,24.1,118.0,12.0
f4sjyk8e,f4sjyk8e_83J_2024-11-18,o2688sfv,Lab,3.36,0.01,0.05,0.0,3.42,20.0,23.42,90.0,8.0
f4sjyk8e,f4sjyk8e_83J_2024-11-18,o2688sfv,Lab,3.36,0.01,0.05,0.0,3.42,20.0,23.42,90.0,8.0
f4sjyk8e,f4sjyk8e_34Y_2024-11-18,fne7jdme,Lab,3.32,0.04,0.85,0.0,4.21,20.0,24.21,110.0,14.0
f4sjyk8e,f4sjyk8e_34Y_2024-11-18,fne7jdme,Lab,3.32,0.04,0.85,0.0,4.21,20.0,24.21,110.0,14.0
f4sjyk8e,f4sjyk8e_72Y_2024-11-18,jck1a9uz,Lab,3.37,0.06,0.85,0.0,4.28,20.0,24.28,94.0,14.0
f4sjyk8e,f4sjyk8e_72Y_2024-11-18,jck1a9uz,Lab,3.37,0.06,0.85,0.0,4.28,20.0,24.28,94.0,14.0
gkbl9ud8,gkbl9ud8_06Q_2024-11-19,3md1i3k9,Lab,3.46,0.0,0.07,0.0,3.53,20.0,23.53,120.0,
gkbl9ud8,gkbl9ud8_06Q_2024-11-19,3md1i3k9,Lab,3.46,0.0,0.07,0.0,3.53,20.0,23.53,120.0,
gkbl9ud8,gkbl9ud8_14J_2024-11-19,iznoscy7,Lab,3.46,0.0,0.18,0.0,3.64,20.0,23.64,120.0,
gkbl9ud8,gkbl9ud8_14J_2024-11-19,iznoscy7,Lab,3.46,0.0,0.18,0.0,3.64,20.0,23.64,120.0,
gkbl9ud8,gkbl9ud8_39Z_2024-11-19,pti6juje,Lab,3.46,0.0,0.85,0.0,4.31,20.0,24.31,118.0,
gkbl9ud8,gkbl9ud8_39Z_2024-11-19,pti6juje,Lab,3.46,0.0,0.85,0.0,4.31,20.0,24.31,118.0,
gkbl9ud8,gkbl9ud8_17Y_2024-11-19,rjd1dd9u,Lab,3.46,0.0,1.85,0.0,5.31,20.0,25.31,118.0,
gkbl9ud8,gkbl9ud8_17Y_2024-11-19,rjd1dd9u,Lab,3.46,0.0,1.85,0.0,5.31,20.0,25.31,118.0,
